AnimalID,Name_Provided,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome
A710099,Yes,2015-08-17 16:25:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Dark,2015-08-30 00:00:00,2014-08-17 00:00:00,Intact Female,378,0
A611496,Yes,2015-10-07 11:39:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3285,Mixed Breed,Light,2015-10-11 17:07:00,2006-10-09 00:00:00,Spayed Female,3289,0
A714164,Yes,2015-10-19 10:38:00,Austin (TX),Stray,Normal,Dog,Intact Male,183,Mixed Breed,Light,2015-10-25 16:53:00,2015-04-19 00:00:00,Neutered Male,189,0
A690348,No,2014-10-18 17:18:00,Austin (TX),Stray,Normal,Cat,Unknown,730,Mixed Breed,Dark,2014-10-20 09:00:00,2012-10-18 00:00:00,Unknown,732,0
A797752,Yes,2019-06-17 14:04:00,Austin (TX),Stray,Normal,Cat,Intact Female,61,Mixed Breed,Dark,2019-06-28 13:36:00,2019-04-17 00:00:00,Intact Female,72,0
A697921,Yes,2015-03-03 17:05:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,365,Mixed Breed,Dark,2015-03-16 12:10:00,2014-03-03 00:00:00,Spayed Female,378,0
A697125,No,2015-02-18 12:54:00,Travis (TX),Public Assist,Normal,Bat,Unknown,730,Mixed Breed,Dark,2015-02-18 13:16:00,2013-02-18 00:00:00,Unknown,730,1
A724086,Yes,2017-07-30 16:00:00,Austin (TX),Stray,Normal,Dog,Neutered Male,535,Pure Breed,Dark,2017-08-04 17:21:00,2016-02-11 00:00:00,Neutered Male,540,0
A684345,Yes,2014-07-22 11:34:00,Travis (TX),Stray,Normal,Cat,Intact Female,30,Mixed Breed,Dark,2014-08-30 13:56:00,2014-06-22 00:00:00,Spayed Female,69,0
A701223,No,2015-04-25 16:27:00,Austin (TX),Stray,Normal,Cat,Intact Female,22,Mixed Breed,Dark,2015-04-25 18:24:00,2015-04-03 00:00:00,Intact Female,22,0
A741480,Yes,2017-01-02 16:48:00,Austin (TX),Stray,Normal,Dog,Intact Male,72,Mixed Breed,Light,2017-01-06 13:22:00,2016-10-22 00:00:00,Intact Male,76,0
A703664,No,2015-05-27 17:33:00,Austin (TX),Stray,Injured,Cat,Intact Male,730,Mixed Breed,Dark,2015-05-27 18:06:00,2013-05-27 00:00:00,Intact Male,730,1
A668224,Yes,2013-11-30 13:39:00,Del Valle (TX),Stray,Normal,Dog,Intact Male,1096,Pure Breed,Dark,2017-04-15 16:56:00,2010-11-30 00:00:00,Neutered Male,2328,0
A766973,No,2018-02-20 11:31:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,19,Mixed Breed,Light,2018-02-20 13:22:00,2018-02-01 00:00:00,Intact Male,19,0
A723417,No,2016-03-31 17:58:00,Austin (TX),Stray,Normal,Cat,Unknown,7,Mixed Breed,Dark,2016-04-01 17:35:00,2016-03-24 00:00:00,Unknown,8,0
A718961,No,2016-01-10 11:23:00,Austin (TX),Wildlife,Normal,Other,Unknown,365,Pure Breed,Light,2016-01-10 18:06:00,2015-01-10 00:00:00,Unknown,365,1
A728435,Yes,2016-06-04 11:18:00,Austin (TX),Public Assist,Normal,Cat,Intact Male,731,Mixed Breed,Light,2016-07-01 13:17:00,2014-06-04 00:00:00,Neutered Male,758,0
A664627,Yes,2013-10-06 14:45:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2013-11-26 17:37:00,2011-10-06 00:00:00,Neutered Male,782,0
A706628,Yes,2015-07-01 10:50:00,Manor (TX),Stray,Normal,Dog,Intact Male,1095,Pure Breed,Light,2015-07-08 12:30:00,2012-07-01 00:00:00,Intact Male,1102,0
A470702,Yes,2015-12-27 12:48:00,Austin (TX),Stray,Normal,Dog,Spayed Female,6443,Mixed Breed,Dark,2015-12-27 13:52:00,1998-05-07 00:00:00,Spayed Female,6443,0
A776553,Yes,2018-07-15 17:13:00,Austin (TX),Stray,Normal,Dog,Intact Female,242,Mixed Breed,Light,2018-10-13 12:30:00,2017-11-15 00:00:00,Intact Female,332,0
A787625,No,2019-01-17 12:05:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,1826,Mixed Breed,Light,2019-01-27 19:43:00,2014-01-17 00:00:00,Intact Female,1836,0
A671450,Yes,2014-01-24 15:59:00,Del Valle (TX),Public Assist,Normal,Dog,Intact Female,731,Pure Breed,Light,2014-02-02 18:41:00,2012-01-24 00:00:00,Spayed Female,740,0
A771457,No,2018-05-05 12:40:00,Austin (TX),Stray,Normal,Cat,Intact Female,30,Mixed Breed,Light,2018-05-08 16:57:00,2018-04-05 00:00:00,Intact Female,33,0
A670657,Yes,2014-01-11 15:41:00,Del Valle (TX),Stray,Normal,Dog,Intact Female,61,Mixed Breed,Dark,2014-01-19 17:54:00,2013-11-11 00:00:00,Spayed Female,69,0
A810500,No,2019-12-14 16:06:00,Austin (TX),Stray,Normal,Cat,Intact Male,365,Pure Breed,Light,2019-12-18 16:39:00,2018-12-14 00:00:00,Neutered Male,369,0
A720644,Yes,2016-02-13 12:20:00,Austin (TX),Stray,Sick,Cat,Intact Female,730,Mixed Breed,Light,2016-02-16 13:06:00,2014-02-13 00:00:00,Intact Female,733,0
A709554,Yes,2015-08-10 16:41:00,Austin (TX),Stray,Normal,Dog,Neutered Male,730,Mixed Breed,Light,2015-08-14 12:55:00,2013-08-10 00:00:00,Neutered Male,734,0
A683094,Yes,2014-07-21 12:26:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,744,Mixed Breed,Light,2014-07-23 16:27:00,2012-07-07 00:00:00,Spayed Female,746,0
A693124,Yes,2014-12-02 13:45:00,Travis (TX),Stray,Normal,Dog,Neutered Male,2557,Pure Breed,Light,2014-12-11 11:04:00,2007-12-02 00:00:00,Neutered Male,2566,0
A734413,No,2016-09-06 11:55:00,Austin (TX),Stray,Normal,Cat,Intact Male,30,Mixed Breed,Light,2016-09-10 14:00:00,2016-08-07 00:00:00,Intact Male,34,0
A729316,Yes,2016-06-16 11:08:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,345,Pure Breed,Light,2016-07-02 12:28:00,2015-07-07 00:00:00,Intact Female,361,0
A675575,Yes,2014-04-28 16:37:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1126,Mixed Breed,Light,2014-04-29 18:41:00,2011-03-29 00:00:00,Spayed Female,1127,0
A753717,No,2017-07-10 12:45:00,Austin (TX),Stray,Normal,Cat,Intact Female,50,Mixed Breed,Dark,2017-07-14 17:58:00,2017-05-21 00:00:00,Intact Female,54,0
A707569,Yes,2015-07-14 18:21:00,Austin (TX),Stray,Normal,Dog,Neutered Male,730,Mixed Breed,Light,2015-07-20 15:51:00,2013-07-14 00:00:00,Neutered Male,736,0
A723310,Yes,2016-03-29 16:44:00,Austin (TX),Stray,Normal,Cat,Intact Male,731,Mixed Breed,Dark,2016-05-04 18:35:00,2014-03-29 00:00:00,Neutered Male,767,0
A720610,No,2016-02-12 17:07:00,Austin (TX),Stray,Normal,Dog,Intact Male,62,Mixed Breed,Light,2016-02-16 17:28:00,2015-12-12 00:00:00,Neutered Male,66,0
A676970,No,2014-04-17 15:58:00,Austin (TX),Wildlife,Sick,Other,Unknown,365,Mixed Breed,Dark,2014-04-17 16:45:00,2013-04-17 00:00:00,Unknown,365,1
A767805,No,2018-03-06 20:45:00,Travis (TX),Wildlife,Sick,Bat,Unknown,730,Mixed Breed,Dark,2018-03-07 07:48:00,2016-03-06 00:00:00,Unknown,731,1
A744936,Yes,2017-08-03 18:24:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,572,Mixed Breed,Dark,2017-08-13 17:36:00,2016-01-09 00:00:00,Neutered Male,582,0
A682510,Yes,2014-06-28 15:25:00,Austin (TX),Stray,Normal,Dog,Neutered Male,243,Mixed Breed,Dark,2014-10-26 16:26:00,2013-10-28 00:00:00,Neutered Male,363,0
A697124,Yes,2015-02-18 12:45:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,365,Mixed Breed,Light,2015-02-22 17:53:00,2014-02-18 00:00:00,Spayed Female,369,0
A790154,Yes,2019-03-05 16:08:00,Austin (TX),Stray,Normal,Dog,Intact Female,50,Mixed Breed,Dark,2019-03-16 16:26:00,2019-01-14 00:00:00,Spayed Female,61,0
A800498,Yes,2019-07-22 11:05:00,Austin (TX),Stray,Normal,Dog,Intact Female,134,Mixed Breed,Dark,2019-08-10 13:40:00,2019-03-10 00:00:00,Spayed Female,153,0
A772504,No,2018-05-20 13:53:00,Del Valle (TX),Stray,Normal,Cat,Intact Male,10,Mixed Breed,Light,2018-05-20 15:24:00,2018-05-10 00:00:00,Intact Male,10,0
A774986,Yes,2018-06-23 11:22:00,Austin (TX),Stray,Normal,Cat,Intact Female,28,Mixed Breed,Dark,2018-07-22 18:15:00,2018-05-26 00:00:00,Spayed Female,57,0
A670127,Yes,2014-01-02 13:07:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Pure Breed,Light,2014-01-06 17:08:00,2013-01-02 00:00:00,Spayed Female,369,0
A747676,Yes,2017-11-03 16:32:00,Cedar Park (TX),Owner Surrender,Normal,Cat,Spayed Female,1959,Mixed Breed,Dark,2017-11-28 16:41:00,2012-06-23 00:00:00,Spayed Female,1984,0
A756588,Yes,2017-08-22 13:28:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,365,Mixed Breed,Light,2017-09-04 18:17:00,2016-08-22 00:00:00,Neutered Male,378,0
A686103,Yes,2014-08-16 14:41:00,Pflugerville (TX),Stray,Normal,Cat,Intact Male,31,Mixed Breed,Dark,2014-10-02 13:18:00,2014-07-16 00:00:00,Neutered Male,78,0
A792079,No,2019-04-05 14:48:00,Austin (TX),Stray,Normal,Cat,Intact Female,2,Mixed Breed,Light,2019-09-10 17:15:00,2019-04-03 00:00:00,Spayed Female,160,0
A780029,No,2018-09-08 17:18:00,Austin (TX),Stray,Normal,Cat,Unknown,365,Mixed Breed,Dark,2018-09-12 14:55:00,2017-09-08 00:00:00,Unknown,369,0
A705045,Yes,2015-06-12 17:35:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,365,Mixed Breed,Light,2015-06-22 11:33:00,2014-06-12 00:00:00,Intact Male,375,0
A752946,Yes,2017-06-29 11:13:00,Austin (TX),Stray,Normal,Cat,Intact Female,31,Mixed Breed,Dark,2017-07-13 14:16:00,2017-05-29 00:00:00,Intact Female,45,1
A795916,No,2019-05-26 11:11:00,Austin (TX),Stray,Normal,Cat,Intact Female,273,Pure Breed,Light,2019-05-30 00:00:00,2018-08-26 00:00:00,Intact Female,277,0
A710563,Yes,2015-08-24 16:38:00,Austin (TX),Stray,Normal,Cat,Intact Male,92,Mixed Breed,Dark,2015-09-02 19:16:00,2015-05-24 00:00:00,Neutered Male,101,0
A811437,No,2020-01-03 13:30:00,Austin (TX),Stray,Normal,Dog,Intact Male,68,Pure Breed,Light,2020-01-08 18:21:00,2019-10-27 00:00:00,Neutered Male,73,0
A728063,Yes,2016-06-15 16:58:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,259,Mixed Breed,Dark,2016-06-19 12:27:00,2015-09-30 00:00:00,Spayed Female,263,0
A666685,No,2013-11-05 18:52:00,Austin (TX),Stray,Normal,Dog,Intact Male,92,Mixed Breed,Dark,2013-11-05 19:07:00,2013-08-05 00:00:00,Intact Male,92,0
A787148,No,2019-01-08 13:08:00,Austin (TX),Stray,Sick,Cat,Unknown,1096,Mixed Breed,Dark,2019-01-08 13:45:00,2016-01-08 00:00:00,Unknown,1096,1
A804933,Yes,2019-09-20 18:29:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Pure Breed,Dark,2019-09-29 17:26:00,2018-09-20 00:00:00,Neutered Male,374,0
A679703,Yes,2014-05-25 10:08:00,Austin (TX),Stray,Normal,Dog,Intact Female,26,Mixed Breed,Light,2014-07-01 14:10:00,2014-04-29 00:00:00,Spayed Female,63,0
A787318,No,2019-01-11 11:34:00,Austin (TX),Stray,Normal,Cat,Intact Male,122,Mixed Breed,Light,2019-01-15 18:40:00,2018-09-11 00:00:00,Neutered Male,126,0
A664306,Yes,2013-10-01 16:10:00,Travis (TX),Stray,Normal,Dog,Intact Female,61,Mixed Breed,Light,2013-10-05 12:34:00,2013-08-01 00:00:00,Intact Female,65,0
A772510,Yes,2018-05-20 13:52:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,34,Mixed Breed,Dark,2018-06-23 14:21:00,2018-04-16 00:00:00,Spayed Female,68,0
A732638,Yes,2016-08-11 11:15:00,Austin (TX),Stray,Normal,Dog,Intact Female,1096,Mixed Breed,Light,2016-09-02 18:35:00,2013-08-11 00:00:00,Intact Female,1118,0
A747347,No,2017-04-18 13:02:00,Austin (TX),Stray,Normal,Other,Neutered Male,365,Mixed Breed,Light,2017-04-22 11:15:00,2016-04-18 00:00:00,Neutered Male,369,0
A739009,Yes,2016-11-26 13:02:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,39,Mixed Breed,Light,2016-12-26 11:24:00,2016-10-18 00:00:00,Neutered Male,69,0
A809634,Yes,2019-11-27 16:37:00,Austin (TX),Stray,Normal,Dog,Intact Female,214,Pure Breed,Dark,2019-12-03 17:27:00,2019-04-27 00:00:00,Spayed Female,220,0
A748189,No,2017-04-30 15:09:00,Austin (TX),Stray,Normal,Cat,Intact Male,15,Mixed Breed,Light,2017-04-30 19:23:00,2017-04-15 00:00:00,Intact Male,15,0
A737052,No,2016-10-21 13:08:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,45,Mixed Breed,Dark,2016-10-24 00:00:00,2016-09-06 00:00:00,Intact Male,48,0
A680029,No,2014-05-29 10:16:00,Austin (TX),Wildlife,Injured,Other,Intact Male,365,Pure Breed,Light,2014-05-29 10:53:00,2013-05-29 00:00:00,Intact Male,365,1
A772517,No,2018-05-20 15:04:00,Austin (TX),Stray,Normal,Dog,Intact Male,15,Mixed Breed,Light,2018-05-20 18:32:00,2018-05-05 00:00:00,Intact Male,15,0
A737933,No,2016-11-07 09:32:00,Austin (TX),Wildlife,Sick,Other,Unknown,366,Pure Breed,Light,2016-11-07 09:46:00,2015-11-07 00:00:00,Unknown,366,1
A740100,Yes,2016-12-11 11:37:00,Travis (TX),Stray,Nursing,Dog,Intact Female,0,Mixed Breed,Light,2016-12-12 00:00:00,2016-12-11 00:00:00,Intact Female,1,0
A769895,No,2018-04-12 11:05:00,Austin (TX),Stray,Normal,Other,Unknown,151,Mixed Breed,Dark,2018-04-12 18:16:00,2017-11-12 00:00:00,Unknown,151,1
A693742,No,2014-12-13 16:19:00,Austin (TX),Stray,Normal,Cat,Intact Female,153,Mixed Breed,Light,2014-12-14 09:00:00,2014-07-13 00:00:00,Intact Female,154,0
A694348,Yes,2014-12-26 14:40:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,334,Mixed Breed,Dark,2014-12-28 18:01:00,2014-01-26 00:00:00,Spayed Female,336,0
A683881,Yes,2014-07-16 15:03:00,Austin (TX),Stray,Normal,Cat,Intact Female,30,Mixed Breed,Light,2014-07-19 13:07:00,2014-06-16 00:00:00,Intact Female,33,0
A738130,Yes,2016-11-10 10:15:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5114,Mixed Breed,Dark,2017-01-12 14:46:00,2002-11-10 00:00:00,Spayed Female,5177,0
A706047,Yes,2015-06-24 11:02:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,730,Mixed Breed,Light,2015-06-25 13:08:00,2013-06-24 00:00:00,Intact Male,731,0
A800568,Yes,2019-07-23 11:24:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,1095,Mixed Breed,Light,2019-08-06 18:54:00,2016-07-23 00:00:00,Spayed Female,1109,0
A778727,Yes,2018-08-19 13:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,61,Mixed Breed,Dark,2018-08-23 17:04:00,2018-06-19 00:00:00,Neutered Male,65,0
A791011,No,2019-03-20 11:24:00,Austin (TX),Stray,Nursing,Cat,Unknown,7,Mixed Breed,Dark,2019-03-26 14:45:00,2019-03-13 00:00:00,Unknown,13,0
A789074,No,2019-02-14 11:18:00,Austin (TX),Stray,Normal,Cat,Intact Male,77,Mixed Breed,Light,2019-02-19 16:04:00,2018-11-29 00:00:00,Neutered Male,82,0
A714739,Yes,2015-10-27 12:57:00,Travis (TX),Stray,Normal,Cat,Neutered Male,1636,Pure Breed,Light,2015-11-05 15:23:00,2011-05-05 00:00:00,Neutered Male,1645,0
A699633,Yes,2015-03-31 09:06:00,Travis (TX),Stray,Normal,Dog,Intact Male,1095,Pure Breed,Light,2015-03-31 11:13:00,2012-03-31 00:00:00,Intact Male,1095,0
A777439,Yes,2018-07-28 15:04:00,Austin (TX),Stray,Normal,Dog,Intact Male,730,Mixed Breed,Dark,2018-08-14 19:20:00,2016-07-28 00:00:00,Neutered Male,747,0
A717167,Yes,2015-12-03 13:17:00,Austin (TX),Stray,Normal,Cat,Neutered Male,1461,Mixed Breed,Dark,2016-01-23 16:05:00,2011-12-03 00:00:00,Neutered Male,1512,0
A791969,Yes,2019-04-15 13:20:00,Cedar Park (TX),Owner Surrender,Normal,Dog,Spayed Female,377,Pure Breed,Light,2019-04-17 13:34:00,2018-04-03 00:00:00,Spayed Female,379,0
A723986,No,2016-04-10 10:57:00,Austin (TX),Stray,Normal,Cat,Intact Female,60,Mixed Breed,Dark,2016-04-14 18:04:00,2016-02-10 00:00:00,Spayed Female,64,0
A667313,Yes,2013-11-15 23:22:00,Austin (TX),Stray,Normal,Dog,Spayed Female,731,Mixed Breed,Light,2013-11-16 14:34:00,2011-11-15 00:00:00,Spayed Female,732,0
A695358,Yes,2015-01-14 12:41:00,Manor (TX),Stray,Normal,Dog,Intact Male,365,Mixed Breed,Dark,2015-02-12 13:35:00,2014-01-14 00:00:00,Neutered Male,394,0
A708774,Yes,2015-07-31 13:17:00,Austin (TX),Stray,Injured,Dog,Intact Female,2191,Mixed Breed,Dark,2015-07-31 14:42:00,2009-07-31 00:00:00,Intact Female,2191,1
A686840,Yes,2014-08-27 15:13:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2557,Mixed Breed,Light,2015-02-20 11:36:00,2007-08-27 00:00:00,Spayed Female,2734,0
A750584,Yes,2017-05-29 11:08:00,Austin (TX),Stray,Normal,Cat,Intact Male,39,Mixed Breed,Dark,2017-06-01 00:00:00,2017-04-20 00:00:00,Intact Male,42,0
A801927,Yes,2019-10-02 10:02:00,Travis (TX),Public Assist,Normal,Dog,Intact Male,962,Pure Breed,Light,2019-10-09 18:21:00,2017-02-12 00:00:00,Neutered Male,969,0
A701020,Yes,2015-07-02 18:25:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1166,Mixed Breed,Dark,2015-07-03 16:07:00,2012-04-22 00:00:00,Neutered Male,1167,0
A747563,Yes,2017-04-21 12:03:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2017-05-08 19:26:00,2015-04-21 00:00:00,Neutered Male,748,0
A691631,No,2014-11-07 13:54:00,Austin (TX),Stray,Normal,Cat,Intact Female,27,Mixed Breed,Dark,2014-11-07 16:58:00,2014-10-11 00:00:00,Intact Female,27,0
A785272,No,2018-11-29 16:50:00,Cedar Park (TX),Stray,Normal,Dog,Intact Female,1825,Mixed Breed,Light,2018-12-04 15:13:00,2013-11-30 00:00:00,Intact Female,1830,0
A744902,No,2017-03-09 11:42:00,Austin (TX),Stray,Sick,Cat,Spayed Female,2922,Mixed Breed,Light,2017-03-09 13:06:00,2009-03-09 00:00:00,Spayed Female,2922,0
A698513,No,2015-03-13 07:03:00,Travis (TX),Stray,Injured,Dog,Intact Male,730,Mixed Breed,Dark,2015-03-13 09:21:00,2013-03-13 00:00:00,Intact Male,730,1
A681770,Yes,2014-06-20 11:02:00,Austin (TX),Stray,Normal,Dog,Neutered Male,4383,Pure Breed,Dark,2014-07-01 11:44:00,2002-06-20 00:00:00,Neutered Male,4394,0
A768874,No,2018-03-26 15:48:00,Travis (TX),Stray,Normal,Dog,Intact Female,1096,Pure Breed,Dark,2018-04-03 14:30:00,2015-03-26 00:00:00,Spayed Female,1104,0
A800445,Yes,2019-07-21 12:55:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2237,Mixed Breed,Light,2019-07-22 18:47:00,2013-06-05 00:00:00,Spayed Female,2238,0
A810911,Yes,2019-12-22 14:24:00,Austin (TX),Stray,Normal,Cat,Intact Male,45,Pure Breed,Dark,2020-01-11 18:11:00,2019-11-07 00:00:00,Neutered Male,65,0
A715312,Yes,2015-11-03 16:38:00,Austin (TX),Stray,Normal,Dog,Spayed Female,3652,Mixed Breed,Light,2016-12-30 07:47:00,2005-11-03 00:00:00,Spayed Female,4075,0
A689679,Yes,2014-10-07 18:42:00,Austin (TX),Stray,Normal,Cat,Intact Female,42,Mixed Breed,Dark,2014-11-06 16:32:00,2014-08-26 00:00:00,Spayed Female,72,0
A652974,Yes,2014-07-24 19:07:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,814,Pure Breed,Light,2014-08-01 17:36:00,2012-05-01 00:00:00,Spayed Female,822,0
A691621,Yes,2014-11-07 13:37:00,Austin (TX),Stray,Normal,Cat,Intact Female,245,Mixed Breed,Dark,2014-11-14 13:38:00,2014-03-07 00:00:00,Spayed Female,252,0
A705641,No,2015-06-19 17:44:00,Austin (TX),Stray,Normal,Cat,Unknown,7,Mixed Breed,Dark,2015-06-19 19:03:00,2015-06-12 00:00:00,Unknown,7,0
A679374,Yes,2014-05-20 10:40:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,546,Mixed Breed,Light,2014-05-21 18:50:00,2012-11-20 00:00:00,Intact Female,547,0
A717060,Yes,2015-12-01 13:11:00,Austin (TX),Stray,Normal,Dog,Neutered Male,365,Pure Breed,Light,2015-12-06 14:09:00,2014-12-01 00:00:00,Neutered Male,370,0
A748684,No,2017-05-05 12:13:00,Austin (TX),Stray,Normal,Cat,Unknown,15,Mixed Breed,Dark,2017-05-05 15:03:00,2017-04-20 00:00:00,Unknown,15,0
A728836,No,2016-06-09 11:29:00,Austin (TX),Wildlife,Injured,Other,Unknown,731,Mixed Breed,Light,2016-06-09 11:44:00,2014-06-09 00:00:00,Unknown,731,1
A713915,No,2015-10-15 08:47:00,Austin (TX),Stray,Normal,Other,Unknown,365,Pure Breed,Dark,2015-10-17 15:16:00,2014-10-15 00:00:00,Unknown,367,0
A721387,Yes,2016-02-25 18:50:00,Austin (TX),Stray,Normal,Dog,Intact Male,2546,Mixed Breed,Dark,2016-03-07 18:43:00,2009-03-07 00:00:00,Neutered Male,2557,0
A789995,Yes,2019-03-02 17:41:00,Austin (TX),Stray,Normal,Cat,Intact Female,365,Mixed Breed,Light,2019-03-04 19:04:00,2018-03-02 00:00:00,Intact Female,367,0
A716690,Yes,2015-11-23 12:07:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,304,Mixed Breed,Dark,2015-11-30 14:56:00,2015-01-23 00:00:00,Spayed Female,311,0
A705826,No,2015-06-21 17:01:00,Travis (TX),Stray,Normal,Dog,Intact Female,61,Mixed Breed,Light,2015-06-21 17:39:00,2015-04-21 00:00:00,Intact Female,61,1
A801678,Yes,2019-08-18 14:22:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,164,Pure Breed,Dark,2019-08-19 17:53:00,2019-03-07 00:00:00,Spayed Female,165,0
A701873,Yes,2015-05-05 15:32:00,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,2922,Mixed Breed,Light,2015-05-10 16:08:00,2007-05-05 00:00:00,Spayed Female,2927,0
A761336,No,2017-11-02 18:28:00,Austin (TX),Stray,Normal,Cat,Intact Female,91,Mixed Breed,Dark,2017-11-06 14:06:00,2017-08-03 00:00:00,Intact Female,95,0
A729396,No,2016-06-17 16:04:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,76,Mixed Breed,Dark,2016-06-20 15:00:00,2016-04-02 00:00:00,Neutered Male,79,0
A719973,Yes,2016-01-31 12:51:00,Austin (TX),Stray,Normal,Dog,Intact Female,56,Mixed Breed,Light,2016-02-05 17:15:00,2015-12-06 00:00:00,Spayed Female,61,0
A779187,Yes,2018-08-27 11:33:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,2557,Mixed Breed,Dark,2018-11-02 11:40:00,2011-08-27 00:00:00,Intact Male,2624,0
A767448,Yes,2018-03-01 10:50:00,Leander (TX),Owner Surrender,Normal,Cat,Intact Male,35,Mixed Breed,Dark,2018-03-31 11:14:00,2018-01-25 00:00:00,Neutered Male,65,0
A731106,Yes,2016-07-16 11:51:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Mixed Breed,Dark,2016-12-14 08:45:00,2016-04-16 00:00:00,Spayed Female,242,0
A793893,Yes,2019-05-01 14:14:00,Austin (TX),Stray,Normal,Dog,Spayed Female,730,Mixed Breed,Dark,2019-05-02 12:49:00,2017-05-01 00:00:00,Spayed Female,731,0
A688094,Yes,2014-09-25 16:14:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,223,Mixed Breed,Dark,2014-10-01 12:57:00,2014-02-14 00:00:00,Intact Female,229,0
A739140,Yes,2016-11-28 15:30:00,Austin (TX),Stray,Normal,Dog,Intact Female,305,Mixed Breed,Dark,2016-12-10 15:08:00,2016-01-28 00:00:00,Spayed Female,317,0
A702604,Yes,2015-05-16 11:43:00,Del Valle (TX),Stray,Normal,Dog,Intact Male,730,Mixed Breed,Dark,2015-05-20 17:19:00,2013-05-16 00:00:00,Neutered Male,734,0
A698390,Yes,2015-03-10 18:52:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,22,Mixed Breed,Dark,2015-04-25 22:49:00,2015-02-16 00:00:00,Neutered Male,68,0
A701474,Yes,2015-04-30 11:11:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1095,Pure Breed,Dark,2015-05-01 11:34:00,2012-04-30 00:00:00,Neutered Male,1096,0
A797903,Yes,2019-06-19 12:03:00,Austin (TX),Stray,Normal,Cat,Intact Male,8,Pure Breed,Dark,2019-06-19 15:21:00,2019-06-11 00:00:00,Intact Male,8,0
A760938,No,2017-10-26 12:15:00,Austin (TX),Stray,Normal,Cat,Unknown,122,Mixed Breed,Dark,2017-10-31 17:52:00,2017-06-26 00:00:00,Unknown,127,0
A702094,No,2015-05-09 11:08:00,Austin (TX),Stray,Normal,Cat,Unknown,22,Mixed Breed,Dark,2015-05-09 14:42:00,2015-04-17 00:00:00,Unknown,22,0
A726563,Yes,2016-05-12 12:43:00,Austin (TX),Stray,Normal,Cat,Intact Female,366,Pure Breed,Dark,2016-05-18 17:59:00,2015-05-12 00:00:00,Spayed Female,372,0
A718993,Yes,2016-01-10 17:11:00,Del Valle (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Light,2016-01-15 18:17:00,2015-01-10 00:00:00,Spayed Female,370,0
A717524,Yes,2015-12-09 14:43:00,Austin (TX),Stray,Normal,Dog,Intact Female,1095,Mixed Breed,Light,2016-09-09 12:40:00,2012-12-09 00:00:00,Spayed Female,1370,0
A754382,Yes,2017-07-19 18:41:00,Austin (TX),Stray,Injured,Dog,Neutered Male,2557,Pure Breed,Light,2017-07-24 11:08:00,2010-07-19 00:00:00,Neutered Male,2562,0
A601162,Yes,2014-03-19 11:05:00,Austin (TX),Stray,Normal,Dog,Spayed Female,1204,Pure Breed,Dark,2014-03-21 11:46:00,2010-12-01 00:00:00,Spayed Female,1206,0
