AnimalID,Name_Provided,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,ColorOriginal,BreedOriginal,percent,SexKnown,CatOrDog,AgeIntake_bins,SickOrInjured
A815166,No,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,54,Mixed Breed,Light,2020-03-21 14:54:00,2020-01-17 00:00:00,Spayed Female,64,0.0,Tan/White,Labrador Retriever Mix,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815165,No,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,54,Pure Breed,Dark,2020-03-15 16:58:00,2020-01-17 00:00:00,Neutered Male,58,0.0,Brown Brindle/White,Pit Bull,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815164,No,2020-03-11 14:55:00,Austin (TX),Wildlife,Sick,Bat,Unknown,731,Pure Breed,Dark,2020-03-12 09:44:00,2018-03-11 00:00:00,Unknown,732,1.0,Brown,Bat,0.7042253521126761,0,0,"(730.0, 731.0]",1
A815163,Yes,2020-03-11 14:41:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,182,Pure Breed,Light,2020-03-14 13:56:00,2019-09-11 00:00:00,Neutered Male,185,0.0,Fawn/White,Pit Bull,0.11655011655011654,1,1,"(155.0, 365.0]",0
A815162,No,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,54,Pure Breed,Dark,2020-03-15 16:58:00,2020-01-17 00:00:00,Neutered Male,58,0.0,Brown Brindle/White,Pit Bull,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815160,No,2020-03-11 14:43:00,Austin (TX),Stray,Sick,Cat,Intact Male,1827,Pure Breed,Light,2020-03-15 16:25:00,2015-03-11 00:00:00,Intact Male,1831,1.0,Blue Tabby/White,Domestic Shorthair,0.7042253521126761,1,1,"(1654.2, 5478.0]",1
A815159,No,2020-03-11 14:22:00,Travis (TX),Stray,Normal,Cat,Intact Male,366,Pure Breed,Light,2020-03-12 12:23:00,2019-03-11 00:00:00,Intact Male,367,1.0,Orange Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815158,Yes,2020-03-11 14:25:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2557,Pure Breed,Dark,2020-03-11 18:08:00,2013-03-11 00:00:00,Spayed Female,2557,0.0,Black/White,Boston Terrier,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A815157,Yes,2020-03-11 14:06:00,Austin (TX),Stray,Normal,Cat,Intact Male,366,Pure Breed,Dark,2020-03-26 13:37:00,2019-03-11 00:00:00,Neutered Male,381,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815152,No,2020-03-11 14:01:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-12 18:44:00,2018-03-11 00:00:00,Unknown,732,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A815148,Yes,2020-03-11 13:31:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2922,Pure Breed,Light,2020-03-24 13:37:00,2012-03-11 00:00:00,Spayed Female,2935,0.0,Red/White,German Shepherd,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A815147,Yes,2020-03-11 13:10:00,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,3653,Pure Breed,Dark,2020-03-12 17:13:00,2010-03-11 00:00:00,Spayed Female,3654,0.0,Black,Domestic Shorthair,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A815129,No,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,75,Pure Breed,Dark,2020-03-15 18:59:00,2019-12-27 00:00:00,Spayed Female,79,0.0,Black/White,Mastiff,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815128,No,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,69,Pure Breed,Dark,2020-03-16 16:52:00,2020-01-02 00:00:00,Spayed Female,74,0.0,Black/White,Mastiff,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815127,No,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,75,Pure Breed,Dark,2020-03-15 16:45:00,2019-12-27 00:00:00,Spayed Female,79,0.0,Black/White,Mastiff,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815126,Yes,2020-03-11 12:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,1461,Pure Breed,Dark,2020-03-11 13:35:00,2016-03-11 00:00:00,Intact Male,1461,0.0,Brown Brindle,Pit Bull,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815125,No,2020-03-11 11:46:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Dark,2020-03-15 16:59:00,2019-03-11 00:00:00,Neutered Male,370,0.0,Brown/Tan,German Shepherd/Alaskan Husky,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815123,Yes,2020-03-11 11:31:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Light,2020-03-17 14:11:00,2019-03-11 00:00:00,Intact Male,372,0.0,Blue/White,Pit Bull,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815122,No,2020-03-11 11:16:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Dark,2020-03-17 12:59:00,2019-03-11 00:00:00,Neutered Male,372,0.0,Black/Tan,Dachshund/Cardigan Welsh Corgi,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815114,No,2020-03-11 08:46:00,Austin (TX),Stray,Injured,Cat,Unknown,731,Pure Breed,Dark,2020-03-11 16:25:00,2018-03-11 00:00:00,Unknown,731,1.0,Black,Domestic Shorthair,0.7042253521126761,0,1,"(730.0, 731.0]",1
A815112,No,2020-03-11 08:22:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Light,2020-03-13 17:32:00,2019-03-11 00:00:00,Intact Male,368,0.0,Tan/White,Chihuahua Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815109,Yes,2020-03-11 07:50:00,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1024,Pure Breed,Dark,2020-03-24 13:37:00,2017-05-22 00:00:00,Neutered Male,1037,0.0,Black,Labrador Retriever,0.7042253521126761,1,1,"(731.0, 1095.0]",1
A815108,No,2020-03-11 02:00:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-11 10:19:00,2018-03-11 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A815107,No,2020-03-10 21:28:00,Manor (TX),Wildlife,Normal,Bat,Unknown,365,Pure Breed,Dark,2020-03-11 10:16:00,2019-03-11 00:00:00,Unknown,366,1.0,Brown,Bat,0.11655011655011654,0,0,"(155.0, 365.0]",0
A815106,Yes,2020-03-10 23:00:00,Austin (TX),Stray,Normal,Dog,Intact Male,730,Pure Breed,Dark,2020-03-13 00:00:00,2018-03-11 00:00:00,Intact Male,733,0.0,Brown/Black,German Shepherd,0.11655011655011654,1,1,"(366.0, 730.0]",0
A815105,No,2020-03-10 23:21:00,Austin (TX),Wildlife,Normal,Bat,Unknown,366,Pure Breed,Dark,2020-03-11 10:13:00,2019-03-10 00:00:00,Unknown,367,1.0,Brown,Bat,0.11655011655011654,0,0,"(365.0, 366.0]",0
A815102,No,2020-03-10 18:53:00,Austin (TX),Stray,Normal,Dog,Intact Female,75,Pure Breed,Light,2020-03-14 16:56:00,2019-12-26 00:00:00,Spayed Female,79,0.0,Red/Red Tick,Pit Bull/Australian Cattle Dog,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815101,No,2020-03-10 18:19:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Pure Breed,Dark,2020-03-14 18:42:00,2019-12-10 00:00:00,Spayed Female,95,0.0,Black/Brown,German Shepherd,0.11655011655011654,1,1,"(76.0, 155.0]",0
A815099,No,2020-03-10 16:54:00,Austin (TX),Stray,Normal,Cat,Intact Female,366,Pure Breed,Dark,2020-03-13 14:09:00,2019-03-10 00:00:00,Intact Female,369,0.0,Tortie/White,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815098,No,2020-03-10 16:30:00,Austin (TX),Stray,Normal,Cat,Unknown,731,Pure Breed,Dark,2020-03-15 10:03:00,2018-03-10 00:00:00,Unknown,736,0.0,Black/White,Domestic Shorthair,0.11655011655011654,0,1,"(730.0, 731.0]",0
A815097,Yes,2020-03-10 16:30:00,Austin (TX),Stray,Normal,Cat,Intact Male,731,Pure Breed,Dark,2020-03-27 14:42:00,2018-03-10 00:00:00,Intact Male,748,0.0,Black,Domestic Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815096,Yes,2020-03-10 16:41:00,Travis (TX),Stray,Normal,Dog,Spayed Female,1096,Mixed Breed,Dark,2020-03-11 12:45:00,2017-03-10 00:00:00,Spayed Female,1097,0.0,Black/White,Beagle Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815095,Yes,2020-03-10 16:18:00,Austin (TX),Stray,Normal,Dog,Intact Female,305,Pure Breed,Light,2020-03-10 20:27:00,2019-05-10 00:00:00,Intact Female,305,0.0,Tricolor,Australian Shepherd,0.11655011655011654,1,1,"(155.0, 365.0]",0
A815092,Yes,2020-03-10 15:45:00,Austin (TX),Stray,Normal,Dog,Spayed Female,547,Pure Breed,Dark,2020-03-16 11:14:00,2018-09-10 00:00:00,Spayed Female,553,0.0,Brown,Skye Terrier,0.11655011655011654,1,1,"(366.0, 730.0]",0
A815087,No,2020-03-10 14:19:00,Austin (TX),Stray,Normal,Cat,Intact Female,366,Pure Breed,Dark,2020-03-14 13:48:00,2019-03-10 00:00:00,Intact Female,370,0.0,Brown Tabby/White,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815086,No,2020-03-10 14:19:00,Austin (TX),Stray,Normal,Cat,Intact Male,366,Pure Breed,Light,2020-03-14 13:48:00,2019-03-10 00:00:00,Intact Male,370,0.0,Orange Tabby/White,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815085,No,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,182,Mixed Breed,Light,2020-03-18 16:49:00,2019-09-10 00:00:00,Spayed Female,190,0.0,Calico,Domestic Shorthair Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A815084,No,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Male,731,Mixed Breed,Light,2020-03-18 16:48:00,2018-03-10 00:00:00,Neutered Male,739,0.0,Orange Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815083,Yes,2020-03-10 13:54:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3653,Pure Breed,Dark,2020-03-21 13:38:00,2010-03-10 00:00:00,Spayed Female,3664,0.0,Torbie,Domestic Shorthair,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A815082,Yes,2020-03-10 13:40:00,Austin (TX),Stray,Normal,Dog,Intact Male,1461,Mixed Breed,Dark,2020-03-17 16:31:00,2016-03-10 00:00:00,Neutered Male,1468,0.0,Black/Gray,Schnauzer Giant Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815081,No,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,182,Mixed Breed,Light,2020-03-18 16:49:00,2019-09-10 00:00:00,Spayed Female,190,0.0,Orange Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A815077,No,2020-03-10 12:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,72,Pure Breed,Dark,2020-03-14 16:25:00,2019-12-29 00:00:00,Spayed Female,76,0.0,Black/Tan,Rottweiler,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815076,Yes,2020-03-10 12:16:00,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,1827,Pure Breed,Dark,2020-03-10 17:46:00,2015-03-10 00:00:00,Spayed Female,1827,0.0,Chocolate/White,Pomeranian/Chihuahua Longhair,0.7042253521126761,1,1,"(1654.2, 5478.0]",1
A815071,No,2020-03-10 11:29:00,Austin (TX),Stray,Sick,Dog,Intact Male,136,Pure Breed,Light,2020-03-10 14:48:00,2019-10-26 00:00:00,Intact Male,136,0.0,Fawn/White,Pit Bull,0.7042253521126761,1,1,"(76.0, 155.0]",1
A815070,Yes,2020-03-10 11:12:00,Austin (TX),Stray,Normal,Dog,Intact Male,1096,Mixed Breed,Dark,2020-03-16 11:01:00,2017-03-10 00:00:00,Neutered Male,1102,0.0,Black/White,Staffordshire Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815069,Yes,2020-03-10 11:12:00,Austin (TX),Stray,Normal,Dog,Intact Female,1096,Pure Breed,Dark,2020-03-14 18:07:00,2017-03-10 00:00:00,Spayed Female,1100,0.0,Brown,Pit Bull,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815052,No,2020-03-09 21:41:00,Austin (TX),Wildlife,Normal,Bat,Unknown,366,Pure Breed,Dark,2020-03-10 09:58:00,2019-03-09 00:00:00,Unknown,367,1.0,Brown,Bat,0.11655011655011654,0,0,"(365.0, 366.0]",0
A815048,No,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Male,67,Pure Breed,Dark,2020-03-13 17:09:00,2020-01-02 00:00:00,Neutered Male,71,0.0,Brown,Golden Retriever/Labrador Retriever,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815047,No,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Male,67,Pure Breed,Dark,2020-03-13 16:31:00,2020-01-02 00:00:00,Neutered Male,71,0.0,Brown,Golden Retriever/Labrador Retriever,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815045,No,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Female,67,Pure Breed,Dark,2020-03-14 11:55:00,2020-01-02 00:00:00,Spayed Female,72,0.0,Brown,Labrador Retriever/Golden Retriever,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815044,No,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Female,67,Pure Breed,Dark,2020-03-14 13:04:00,2020-01-02 00:00:00,Spayed Female,72,0.0,Brown,Labrador Retriever/Golden Retriever,0.11655011655011654,1,1,"(50.4, 76.0]",0
A815038,No,2020-03-09 17:02:00,Austin (TX),Stray,Normal,Cat,Unknown,366,Pure Breed,Dark,2020-03-14 13:47:00,2019-03-09 00:00:00,Unknown,371,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,0,1,"(365.0, 366.0]",0
A815037,Yes,2020-03-09 16:37:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,366,Pure Breed,Light,2020-03-14 16:57:00,2019-03-09 00:00:00,Spayed Female,371,0.0,Red/Tan,Doberman Pinsch,0.11655011655011654,1,1,"(365.0, 366.0]",0
A815034,No,2020-03-09 16:29:00,Austin (TX),Stray,Normal,Dog,Intact Female,113,Mixed Breed,Dark,2020-03-11 12:36:00,2019-11-17 00:00:00,Intact Female,115,0.0,Black/White,Alaskan Husky Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A815029,Yes,2020-03-09 16:11:00,Austin (TX),Public Assist,Normal,Cat,Intact Female,1083,Pure Breed,Light,2020-03-23 11:37:00,2017-03-22 00:00:00,Spayed Female,1097,0.0,Calico,Domestic Shorthair,0.11655011655011654,1,1,"(731.0, 1095.0]",0
A815028,Yes,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,731,Pure Breed,Dark,2020-03-09 16:56:00,2018-03-09 00:00:00,Intact Female,731,0.0,Brown,Pit Bull,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815025,Yes,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,731,Pure Breed,Dark,2020-03-09 16:54:00,2018-03-09 00:00:00,Intact Female,731,0.0,Black,Pit Bull,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815024,No,2020-03-09 16:04:00,Austin (TX),Stray,Normal,Dog,Intact Male,82,Pure Breed,Light,2020-03-14 15:28:00,2019-12-18 00:00:00,Neutered Male,87,0.0,White,Labrador Retriever,0.11655011655011654,1,1,"(76.0, 155.0]",0
A815023,Yes,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Neutered Male,731,Mixed Breed,Light,2020-03-09 16:56:00,2018-03-09 00:00:00,Neutered Male,731,0.0,White,Miniature Poodle Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815019,No,2020-03-09 15:21:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1096,Mixed Breed,Dark,2020-03-12 15:33:00,2017-03-09 00:00:00,Neutered Male,1099,0.0,Black/Gray,Yorkshire Terrier Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A815016,No,2020-03-09 14:43:00,Travis (TX),Stray,Medical,Dog,Intact Male,2916,Pure Breed,Light,2020-03-17 16:02:00,2012-03-15 00:00:00,Intact Male,2924,0.0,White,Maltese,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A815007,Yes,2020-03-09 14:05:00,Austin (TX),Public Assist,Normal,Cat,Spayed Female,731,Pure Breed,Dark,2020-03-10 12:05:00,2018-03-09 00:00:00,Spayed Female,732,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A815005,Yes,2020-03-09 14:00:00,Travis (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Dark,2020-03-12 19:08:00,2019-03-09 00:00:00,Neutered Male,369,0.0,Black,Rottweiler,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814985,No,2020-03-09 12:40:00,Travis (TX),Stray,Normal,Dog,Intact Female,136,Pure Breed,Light,2020-03-13 12:57:00,2019-10-25 00:00:00,Intact Female,140,0.0,White,Great Pyrenees,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814970,Yes,2020-03-09 11:47:00,Austin (TX),Stray,Normal,Dog,Spayed Female,366,Mixed Breed,Dark,2020-03-17 14:12:00,2019-03-09 00:00:00,Spayed Female,374,0.0,Brown Brindle/White,Plott Hound Mix,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814963,No,2020-03-09 11:43:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-09 19:17:00,2018-03-09 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814951,No,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,121,Pure Breed,Light,2020-03-12 00:00:00,2019-11-09 00:00:00,Intact Male,124,0.0,Cream,Maltese,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814950,No,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Pure Breed,Light,2020-03-12 00:00:00,2019-12-09 00:00:00,Intact Female,94,0.0,Cream,Maltese,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814949,Yes,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Pure Breed,Light,2020-03-12 16:38:00,2019-12-09 00:00:00,Intact Female,94,0.0,Cream,Maltese,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814945,No,2020-03-09 09:21:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-09 09:52:00,2018-03-09 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814944,No,2020-03-09 09:09:00,Manor (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-09 09:53:00,2018-03-09 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814941,Yes,2020-03-09 17:18:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,731,Pure Breed,Dark,2020-03-19 12:05:00,2018-03-09 00:00:00,Spayed Female,741,0.0,Brown Brindle/White,American Pit Bull Terrier,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814940,Yes,2020-03-08 17:48:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2020-03-22 17:53:00,2018-03-08 00:00:00,Neutered Male,745,0.0,Blue/White,Pit Bull Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814932,Yes,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,1096,Mixed Breed,Dark,2020-03-14 16:36:00,2017-03-08 00:00:00,Neutered Male,1102,0.0,Black,Domestic Longhair Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814930,Yes,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,1096,Mixed Breed,Dark,2020-03-14 16:36:00,2017-03-08 00:00:00,Neutered Male,1102,0.0,Brown Tabby,Domestic Longhair Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814929,No,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,305,Mixed Breed,Light,2020-03-14 14:47:00,2019-05-08 00:00:00,Neutered Male,311,0.0,White/Tricolor,Beagle Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814928,No,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,305,Pure Breed,Light,2020-03-14 14:38:00,2019-05-08 00:00:00,Neutered Male,311,0.0,Tan,Beagle/Chihuahua Shorthair,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814927,No,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,305,Pure Breed,Dark,2020-03-15 12:53:00,2019-05-08 00:00:00,Spayed Female,312,0.0,Black/Tricolor,Chihuahua Shorthair,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814926,No,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,305,Mixed Breed,Dark,2020-03-12 16:14:00,2019-05-08 00:00:00,Neutered Male,309,0.0,Black/Tricolor,Cocker Spaniel Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814924,No,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,305,Pure Breed,Light,2020-03-17 12:57:00,2019-05-08 00:00:00,Spayed Female,314,0.0,Tan/White,Beagle,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814922,No,2020-03-08 15:57:00,Austin (TX),Stray,Normal,Cat,Unknown,731,Mixed Breed,Dark,2020-03-12 16:34:00,2018-03-08 00:00:00,Unknown,735,0.0,Black,Domestic Shorthair Mix,0.11655011655011654,0,1,"(730.0, 731.0]",0
A814921,Yes,2020-03-08 15:50:00,Austin (TX),Stray,Injured,Cat,Spayed Female,1641,Pure Breed,Light,2020-03-10 11:57:00,2015-09-10 00:00:00,Spayed Female,1643,0.0,Orange Tabby,Domestic Shorthair,0.7042253521126761,1,1,"(1095.0, 1654.2]",1
A814920,Yes,2020-03-08 15:29:00,Austin (TX),Stray,Normal,Cat,Intact Female,121,Pure Breed,Dark,2020-03-13 11:25:00,2019-11-08 00:00:00,Spayed Female,126,0.0,Brown Tabby/White,Domestic Shorthair,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814918,Yes,2020-03-08 15:21:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2020-03-09 14:58:00,2018-03-08 00:00:00,Intact Male,732,0.0,White/Liver,English Pointer Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814916,No,2020-03-08 14:59:00,Austin (TX),Stray,Injured,Cat,Intact Male,731,Pure Breed,Dark,2020-03-12 16:08:00,2018-03-08 00:00:00,Neutered Male,735,0.0,Brown Tabby/White,Domestic Shorthair,0.7042253521126761,1,1,"(730.0, 731.0]",1
A814915,No,2020-03-08 14:57:00,Austin (TX),Stray,Nursing,Cat,Intact Female,4,Pure Breed,Light,2020-03-08 17:37:00,2020-03-04 00:00:00,Intact Female,4,0.0,Calico,Domestic Shorthair,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814913,No,2020-03-08 14:29:00,Austin (TX),Stray,Normal,Cat,Intact Female,731,Pure Breed,Dark,2020-03-12 16:35:00,2018-03-08 00:00:00,Intact Female,735,0.0,Torbie,Domestic Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814912,No,2020-03-08 14:16:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Pure Breed,Dark,2020-03-12 16:28:00,2019-12-08 00:00:00,Spayed Female,95,0.0,Black/Brown,Labrador Retriever/German Shepherd,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814911,No,2020-03-08 14:16:00,Austin (TX),Stray,Normal,Dog,Intact Female,91,Mixed Breed,Dark,2020-03-12 17:42:00,2019-12-08 00:00:00,Spayed Female,95,0.0,Brown/White,Labrador Retriever Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814909,Yes,2020-03-08 14:10:00,Travis (TX),Stray,Normal,Dog,Neutered Male,864,Pure Breed,Dark,2020-03-09 18:05:00,2017-10-26 00:00:00,Neutered Male,865,0.0,Brown Brindle,Chihuahua Shorthair,0.11655011655011654,1,1,"(731.0, 1095.0]",0
A814906,No,2020-03-08 13:16:00,Austin (TX),Stray,Normal,Cat,Unknown,244,Mixed Breed,Dark,2020-03-12 16:33:00,2019-07-08 00:00:00,Unknown,248,0.0,Brown Tabby,Domestic Medium Hair Mix,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814905,Yes,2020-03-08 13:20:00,Austin (TX),Stray,Normal,Dog,Intact Female,121,Pure Breed,Light,2020-03-14 12:09:00,2019-11-08 00:00:00,Spayed Female,127,0.0,Buff,Pit Bull,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814901,Yes,2020-03-08 13:00:00,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,182,Pure Breed,Dark,2020-03-08 15:02:00,2019-09-08 00:00:00,Intact Female,182,0.0,Brown Tabby,Domestic Shorthair,0.7042253521126761,1,1,"(155.0, 365.0]",1
A814898,No,2020-03-08 12:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,213,Pure Breed,Light,2020-03-12 18:25:00,2019-08-08 00:00:00,Spayed Female,217,0.0,Tan/White,Pit Bull,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814897,Yes,2020-03-08 11:28:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,67,Mixed Breed,Dark,2020-03-10 13:17:00,2020-01-01 00:00:00,Neutered Male,69,0.0,Brown/Black,Cocker Spaniel Mix,0.11655011655011654,1,1,"(50.4, 76.0]",0
A814896,No,2020-03-08 11:21:00,Austin (TX),Stray,Normal,Cat,Intact Female,1096,Pure Breed,Dark,2020-03-12 16:32:00,2017-03-08 00:00:00,Intact Female,1100,0.0,Tortie,Domestic Medium Hair,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814894,Yes,2020-03-08 10:54:00,Austin (TX),Stray,Injured,Dog,Intact Male,731,Mixed Breed,Light,2020-03-10 19:12:00,2018-03-08 00:00:00,Intact Male,733,0.0,Gold/White,Labrador Retriever Mix,0.7042253521126761,1,1,"(730.0, 731.0]",1
A814890,Yes,2020-03-08 08:31:00,Austin (TX),Stray,Injured,Dog,Intact Male,731,Pure Breed,Light,2020-03-09 17:16:00,2018-03-08 00:00:00,Intact Male,732,0.0,Red/White,Norwich Terrier,0.7042253521126761,1,1,"(730.0, 731.0]",1
